sourceid-year-oa,source_id,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
1161_2016_hybrid,1161,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,20,4300,86000
19888_2018_hybrid,19888,Wiley,2018,hybrid,NATURAL SCIENCES,20,4300,86000
1168_2016_hybrid,1168,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,19,4300,81700
15494_2018_hybrid,15494,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4300,81700
13598_2017_hybrid,13598,Wiley,2017,hybrid,NATURAL SCIENCES,19,4300,81700
1168_2015_hybrid,1168,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,18,4300,77400
13598_2016_hybrid,13598,Wiley,2016,hybrid,NATURAL SCIENCES,17,4300,73100
1404_2017_hybrid,1404,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,15,4300,64500
9228_2016_hybrid,9228,Wiley,2016,hybrid,NATURAL SCIENCES,13,4300,55900
10725_2018_hybrid,10725,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,4300,55900
14660_2018_hybrid,14660,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,13,4300,55900
9228_2017_hybrid,9228,Wiley,2017,hybrid,NATURAL SCIENCES,13,4300,55900
24641_2018_hybrid,24641,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,12.5,4300,53750
24641_2018_hybrid,24641,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,12.5,4300,53750
15494_2017_hybrid,15494,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12,4300,51600
24641_2017_hybrid,24641,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,11.5,4300,49450
24641_2017_hybrid,24641,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,11.5,4300,49450
10725_2016_hybrid,10725,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11,4300,47300
19412_2018_hybrid,19412,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,4300,47300
10725_2017_hybrid,10725,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
13576_2016_hybrid,13576,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
14660_2017_hybrid,14660,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,10,4300,43000
13576_2016_hybrid,13576,Wiley,2016,hybrid,NATURAL SCIENCES,10,4300,43000
13598_2018_hybrid,13598,Wiley,2018,hybrid,NATURAL SCIENCES,10,4300,43000
19398_2018_hybrid,19398,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
9449_2016_hybrid,9449,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
1161_2015_hybrid,1161,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,10,4300,43000
10836_2017_hybrid,10836,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,8.666666667,4300,37266.66667
20936_2017_hybrid,20936,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4300,34400
20936_2017_hybrid,20936,Wiley,2017,hybrid,SOCIAL SCIENCES,8,4300,34400
20936_2018_hybrid,20936,Wiley,2018,hybrid,SOCIAL SCIENCES,8,4300,34400
20936_2018_hybrid,20936,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4300,34400
13576_2018_hybrid,13576,Wiley,2018,hybrid,NATURAL SCIENCES,7.5,4300,32250
13576_2018_hybrid,13576,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7.5,4300,32250
17709_2018_hybrid,17709,Wiley,2018,hybrid,NATURAL SCIENCES,7,4300,30100
17138_2018_hybrid,17138,Wiley,2018,hybrid,SOCIAL SCIENCES,7,4300,30100
18541_2016_hybrid,18541,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,7,4300,30100
17138_2018_hybrid,17138,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,4300,30100
18541_2016_hybrid,18541,Wiley,2016,hybrid,NATURAL SCIENCES,7,4300,30100
18541_2016_hybrid,18541,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,7,4300,30100
13576_2017_hybrid,13576,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6.5,4300,27950
13576_2017_hybrid,13576,Wiley,2017,hybrid,NATURAL SCIENCES,6.5,4300,27950
18541_2018_hybrid,18541,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,6.333333333,4300,27233.33333
18541_2018_hybrid,18541,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,6.333333333,4300,27233.33333
18541_2018_hybrid,18541,Wiley,2018,hybrid,NATURAL SCIENCES,6.333333333,4300,27233.33333
10836_2016_hybrid,10836,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,6,4300,25800
9449_2017_hybrid,9449,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
19398_2016_hybrid,19398,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
19398_2017_hybrid,19398,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4300,25800
20936_2016_hybrid,20936,Wiley,2016,hybrid,SOCIAL SCIENCES,5,4300,21500
15494_2015_hybrid,15494,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,5,4300,21500
20936_2016_hybrid,20936,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,5,4300,21500
18541_2017_hybrid,18541,Wiley,2017,hybrid,NATURAL SCIENCES,4.666666667,4300,20066.66667
18541_2017_hybrid,18541,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,4.666666667,4300,20066.66667
18541_2017_hybrid,18541,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4.666666667,4300,20066.66667
10836_2017_hybrid,10836,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4.333333333,4300,18633.33333
17138_2017_hybrid,17138,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4300,17200
10836_2018_hybrid,10836,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,4,4300,17200
17138_2017_hybrid,17138,Wiley,2017,hybrid,SOCIAL SCIENCES,4,4300,17200
24641_2016_hybrid,24641,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,4,4300,17200
24641_2016_hybrid,24641,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,4,4300,17200
10836_2016_hybrid,10836,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,3,4300,12900
10836_2018_hybrid,10836,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,4300,8600
6796_2016_hybrid,6796,Wiley,2016,hybrid,NATURAL SCIENCES,2,4300,8600
6796_2017_hybrid,6796,Wiley,2017,hybrid,NATURAL SCIENCES,2,4300,8600
19855_2018_hybrid,19855,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,2,4300,8600
6796_2017_hybrid,6796,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,4300,4300
6796_2016_hybrid,6796,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,4300,4300
19855_2018_hybrid,19855,Wiley,2018,hybrid,NATURAL SCIENCES,1,4300,4300
3741_2015_hybrid,3741,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,466,4250,1980500
3741_2016_hybrid,3741,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,377,4250,1602250
9223_2018_hybrid,9223,Wiley,2018,hybrid,NATURAL SCIENCES,54,4250,229500
9825_2018_hybrid,9825,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,48,4250,204000
17707_2018_hybrid,17707,Wiley,2018,hybrid,NATURAL SCIENCES,41,4250,174250
6901_2018_hybrid,6901,Wiley,2018,hybrid,NATURAL SCIENCES,34,4200,142800
9218_2018_hybrid,9218,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,29,4200,121800
18807_2017_hybrid,18807,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,25,4200,105000
3408_2017_hybrid,3408,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,24,4200,100800
3408_2018_hybrid,3408,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,22,4200,92400
9911_2018_hybrid,9911,Wiley,2018,hybrid,NATURAL SCIENCES,22,4200,92400
4935_2018_hybrid,4935,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4200,79800
5036_2018_hybrid,5036,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4200,79800
18807_2018_hybrid,18807,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,18,4200,75600
9468_2018_hybrid,9468,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17.33333333,4200,72800
9218_2017_hybrid,9218,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
7948_2017_hybrid,7948,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
7905_2018_hybrid,7905,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,4200,71400
9218_2016_hybrid,9218,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,16,4200,67200
17709_2017_hybrid,17709,Wiley,2017,hybrid,NATURAL SCIENCES,16,4200,67200
17709_2016_hybrid,17709,Wiley,2016,hybrid,NATURAL SCIENCES,16,4200,67200
9911_2017_hybrid,9911,Wiley,2017,hybrid,NATURAL SCIENCES,16,4200,67200
4935_2015_hybrid,4935,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,16,4200,67200
15811_2018_hybrid,15811,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,15.75,4200,66150
9468_2017_hybrid,9468,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,15.33333333,4200,64400
14364_2018_hybrid,14364,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,15,4200,63000
9911_2016_hybrid,9911,Wiley,2016,hybrid,NATURAL SCIENCES,15,4200,63000
7948_2018_hybrid,7948,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
13035_2018_hybrid,13035,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
15424_2018_hybrid,15424,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
4935_2017_hybrid,4935,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,4200,58800
416_2016_hybrid,416,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
14364_2017_hybrid,14364,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
3408_2016_hybrid,3408,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,13,4200,54600
6504_2018_hybrid,6504,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,4200,54600
6721_2017_hybrid,6721,Wiley,2017,hybrid,NATURAL SCIENCES,12,4200,50400
13417_2017_hybrid,13417,Wiley,2017,hybrid,NATURAL SCIENCES,12,4200,50400
6721_2018_hybrid,6721,Wiley,2018,hybrid,NATURAL SCIENCES,12,4200,50400
13417_2017_hybrid,13417,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12,4200,50400
14018_2018_hybrid,14018,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,11.33333333,4200,47600
9468_2016_hybrid,9468,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11.33333333,4200,47600
13035_2016_hybrid,13035,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
6901_2016_hybrid,6901,Wiley,2016,hybrid,NATURAL SCIENCES,11,4200,46200
7905_2017_hybrid,7905,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
19423_2018_hybrid,19423,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,4200,46200
15811_2017_hybrid,15811,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,10.5,4200,44100
13295_2016_hybrid,13295,Wiley,2016,hybrid,NATURAL SCIENCES,10,4200,42000
13295_2018_hybrid,13295,Wiley,2018,hybrid,NATURAL SCIENCES,10,4200,42000
13035_2017_hybrid,13035,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
9454_2017_hybrid,9454,Wiley,2017,hybrid,SOCIAL SCIENCES,10,4200,42000
13521_2016_hybrid,13521,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
9454_2017_hybrid,9454,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4200,42000
25436_2016_hybrid,25436,Wiley,2016,hybrid,NATURAL SCIENCES,10,4200,42000
15184_2018_hybrid,15184,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,9,4200,37800
6901_2017_hybrid,6901,Wiley,2017,hybrid,NATURAL SCIENCES,9,4200,37800
6504_2017_hybrid,6504,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,9,4200,37800
25436_2015_hybrid,25436,Wiley,2015,hybrid,NATURAL SCIENCES,9,4200,37800
25889_2018_hybrid,25889,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8.666666667,4200,36400
9468_2018_hybrid,9468,Wiley,2018,hybrid,SOCIAL SCIENCES,8.666666667,4200,36400
13521_2018_hybrid,13521,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
20217_2016_hybrid,20217,Wiley,2016,hybrid,NATURAL SCIENCES,8,4200,33600
13521_2017_hybrid,13521,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
416_2017_hybrid,416,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
20217_2016_hybrid,20217,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,8,4200,33600
9468_2017_hybrid,9468,Wiley,2017,hybrid,SOCIAL SCIENCES,7.666666667,4200,32200
9454_2018_hybrid,9454,Wiley,2018,hybrid,SOCIAL SCIENCES,7.5,4200,31500
9454_2018_hybrid,9454,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7.5,4200,31500
13295_2017_hybrid,13295,Wiley,2017,hybrid,NATURAL SCIENCES,7,4200,29400
15184_2016_hybrid,15184,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,7,4200,29400
13417_2016_hybrid,13417,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6.5,4200,27300
13417_2016_hybrid,13417,Wiley,2016,hybrid,NATURAL SCIENCES,6.5,4200,27300
15424_2017_hybrid,15424,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
3408_2015_hybrid,3408,Wiley,2015,hybrid,ENGINEERING AND TECHNOLOGY,6,4200,25200
15424_2016_hybrid,15424,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
6721_2016_hybrid,6721,Wiley,2016,hybrid,NATURAL SCIENCES,6,4200,25200
20217_2017_hybrid,20217,Wiley,2017,hybrid,NATURAL SCIENCES,6,4200,25200
4935_2016_hybrid,4935,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
20217_2017_hybrid,20217,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,6,4200,25200
14018_2018_hybrid,14018,Wiley,2018,hybrid,NATURAL SCIENCES,5.666666667,4200,23800
9468_2016_hybrid,9468,Wiley,2016,hybrid,SOCIAL SCIENCES,5.666666667,4200,23800
25432_2017_hybrid,25432,Wiley,2017,hybrid,SOCIAL SCIENCES,5.5,4200,23100
25432_2018_hybrid,25432,Wiley,2018,hybrid,NATURAL SCIENCES,5.5,4200,23100
25432_2018_hybrid,25432,Wiley,2018,hybrid,SOCIAL SCIENCES,5.5,4200,23100
25432_2017_hybrid,25432,Wiley,2017,hybrid,NATURAL SCIENCES,5.5,4200,23100
14018_2017_hybrid,14018,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,5.333333333,4200,22400
14018_2016_hybrid,14018,Wiley,2016,hybrid,AGRICULTURAL SCIENCES,5.333333333,4200,22400
15811_2018_hybrid,15811,Wiley,2018,hybrid,NATURAL SCIENCES,5.25,4200,22050
9454_2016_hybrid,9454,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,5,4200,21000
5036_2017_hybrid,5036,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,5,4200,21000
9454_2016_hybrid,9454,Wiley,2016,hybrid,SOCIAL SCIENCES,5,4200,21000
25432_2016_hybrid,25432,Wiley,2016,hybrid,NATURAL SCIENCES,5,4200,21000
25432_2016_hybrid,25432,Wiley,2016,hybrid,SOCIAL SCIENCES,5,4200,21000
1365_2018_hybrid,1365,Wiley,2018,hybrid,SOCIAL SCIENCES,5,4200,21000
1365_2018_hybrid,1365,Wiley,2018,hybrid,NATURAL SCIENCES,5,4200,21000
19855_2016_hybrid,19855,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,4.666666667,4200,19600
20217_2018_hybrid,20217,Wiley,2018,hybrid,NATURAL SCIENCES,4.5,4200,18900
20217_2018_hybrid,20217,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4.5,4200,18900
25889_2018_hybrid,25889,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,4.333333333,4200,18200
1365_2017_hybrid,1365,Wiley,2017,hybrid,NATURAL SCIENCES,4,4200,16800
19197_2016_hybrid,19197,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,4,4200,16800
1365_2017_hybrid,1365,Wiley,2017,hybrid,SOCIAL SCIENCES,4,4200,16800
7905_2016_hybrid,7905,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,4,4200,16800
19197_2018_hybrid,19197,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4,4200,16800
19423_2017_hybrid,19423,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4200,16800
25436_2017_hybrid,25436,Wiley,2017,hybrid,NATURAL SCIENCES,4,4200,16800
25432_2015_hybrid,25432,Wiley,2015,hybrid,NATURAL SCIENCES,4,4200,16800
25432_2015_hybrid,25432,Wiley,2015,hybrid,SOCIAL SCIENCES,4,4200,16800
15811_2017_hybrid,15811,Wiley,2017,hybrid,NATURAL SCIENCES,3.5,4200,14700
19855_2017_hybrid,19855,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,3.333333333,4200,14000
15184_2017_hybrid,15184,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,3,4200,12600
14018_2016_hybrid,14018,Wiley,2016,hybrid,NATURAL SCIENCES,2.666666667,4200,11200
14018_2017_hybrid,14018,Wiley,2017,hybrid,NATURAL SCIENCES,2.666666667,4200,11200
1365_2016_hybrid,1365,Wiley,2016,hybrid,NATURAL SCIENCES,2.5,4200,10500
1365_2016_hybrid,1365,Wiley,2016,hybrid,SOCIAL SCIENCES,2.5,4200,10500
19855_2016_hybrid,19855,Wiley,2016,hybrid,NATURAL SCIENCES,2.333333333,4200,9800
5036_2016_hybrid,5036,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,2,4200,8400
19197_2017_hybrid,19197,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2,4200,8400
19855_2017_hybrid,19855,Wiley,2017,hybrid,NATURAL SCIENCES,1.666666667,4200,7000
4602_2017_hybrid,4602,Wiley,2017,hybrid,NATURAL SCIENCES,1,4200,4200
25436_2018_hybrid,25436,Wiley,2018,hybrid,NATURAL SCIENCES,1,4200,4200
4602_2018_hybrid,4602,Wiley,2018,hybrid,NATURAL SCIENCES,1,4200,4200
18108_2016_gold,18108,Springer-Nature,2016,gold,NATURAL SCIENCES,3533,4170.915,14735842.7
18108_2016_gold,18108,Springer-Nature,2016,gold,MEDICAL AND HEALTH SCIENCES,1,4170.915,4170.915
18108_2016_gold,18108,Springer-Nature,2016,gold,ENGINEERING AND TECHNOLOGY,1,4170.915,4170.915
1168_2018_hybrid,1168,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,39,4150,161850
6195_2018_hybrid,6195,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,25,4150,103750
6206_2018_hybrid,6206,Elsevier,2018,hybrid,NATURAL SCIENCES,20,4150,83000
6216_2018_hybrid,6216,Elsevier,2018,hybrid,NATURAL SCIENCES,16,4150,66400
6192_2018_hybrid,6192,Elsevier,2018,hybrid,NATURAL SCIENCES,13,4150,53950
6170_2018_hybrid,6170,Elsevier,2018,hybrid,NATURAL SCIENCES,13,4150,53950
6213_2018_hybrid,6213,Elsevier,2018,hybrid,NATURAL SCIENCES,11,4150,45650
6183_2018_hybrid,6183,Elsevier,2018,hybrid,NATURAL SCIENCES,10,4150,41500
6171_2018_hybrid,6171,Elsevier,2018,hybrid,NATURAL SCIENCES,9,4150,37350
6168_2018_hybrid,6168,Elsevier,2018,hybrid,NATURAL SCIENCES,8.5,4150,35275
6168_2018_hybrid,6168,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,8.5,4150,35275
18360_2018_hybrid,18360,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,22,4100,90200
8219_2018_hybrid,8219,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,19,4100,77900
7979_2018_hybrid,7979,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,18,4100,73800
1322_2018_hybrid,1322,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,4100,69700
16626_2018_hybrid,16626,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,16,4100,65600
12488_2017_hybrid,12488,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,4100,57400
9638_2017_hybrid,9638,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,4100,57400
5119_2016_hybrid,5119,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,14,4100,57400
9638_2016_hybrid,9638,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,14,4100,57400
2867_2017_hybrid,2867,Wiley,2017,hybrid,SOCIAL SCIENCES,14,4100,57400
11841_2016_hybrid,11841,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,13,4100,53300
1322_2017_hybrid,1322,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13,4100,53300
19406_2016_hybrid,19406,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,13,4100,53300
16626_2017_hybrid,16626,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12,4100,49200
1322_2016_hybrid,1322,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,12,4100,49200
8970_2016_hybrid,8970,Wiley,2016,hybrid,NATURAL SCIENCES,12,4100,49200
8219_2016_hybrid,8219,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,11,4100,45100
11841_2017_hybrid,11841,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,11,4100,45100
15910_2017_hybrid,15910,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10.66666667,4100,43733.33333
9638_2018_hybrid,9638,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,10,4100,41000
2867_2016_hybrid,2867,Wiley,2016,hybrid,SOCIAL SCIENCES,10,4100,41000
13202_2016_hybrid,13202,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4100,41000
15910_2016_hybrid,15910,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4100,41000
7979_2017_hybrid,7979,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,10,4100,41000
21218_2018_hybrid,21218,Wiley,2018,hybrid,NATURAL SCIENCES,10,4100,41000
20811_2016_hybrid,20811,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,10,4100,41000
15910_2018_hybrid,15910,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,9.333333333,4100,38266.66667
8219_2017_hybrid,8219,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,9,4100,36900
1322_2015_hybrid,1322,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,9,4100,36900
13202_2017_hybrid,13202,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4100,32800
16307_2017_hybrid,16307,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4100,32800
16307_2018_hybrid,16307,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,4100,32800
18360_2017_hybrid,18360,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,8,4100,32800
12488_2018_hybrid,12488,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,4100,28700
16626_2016_hybrid,16626,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,7,4100,28700
21218_2016_hybrid,21218,Wiley,2016,hybrid,NATURAL SCIENCES,6.666666667,4100,27333.33333
9658_2018_hybrid,9658,Wiley,2018,hybrid,NATURAL SCIENCES,6.5,4100,26650
9658_2018_hybrid,9658,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,6.5,4100,26650
5119_2015_hybrid,5119,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,6,4100,24600
15910_2017_hybrid,15910,Wiley,2017,hybrid,NATURAL SCIENCES,5.333333333,4100,21866.66667
15910_2016_hybrid,15910,Wiley,2016,hybrid,NATURAL SCIENCES,5,4100,20500
21218_2018_hybrid,21218,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,5,4100,20500
15910_2018_hybrid,15910,Wiley,2018,hybrid,NATURAL SCIENCES,4.666666667,4100,19133.33333
21218_2017_hybrid,21218,Wiley,2017,hybrid,NATURAL SCIENCES,4.666666667,4100,19133.33333
20811_2017_hybrid,20811,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4100,16400
8970_2017_hybrid,8970,Wiley,2017,hybrid,NATURAL SCIENCES,4,4100,16400
19406_2017_hybrid,19406,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4100,16400
5119_2017_hybrid,5119,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,4100,16400
21218_2016_hybrid,21218,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,3.333333333,4100,13666.66667
9658_2017_hybrid,9658,Wiley,2017,hybrid,NATURAL SCIENCES,2.5,4100,10250
9658_2017_hybrid,9658,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,2.5,4100,10250
21218_2017_hybrid,21218,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,2.333333333,4100,9566.666667
18108_2017_gold,18108,Springer-Nature,2017,gold,NATURAL SCIENCES,4337.5,4093,17753387.5
18108_2017_gold,18108,Springer-Nature,2017,gold,MEDICAL AND HEALTH SCIENCES,0.5,4093,2046.5
13476_2018_hybrid,13476,Elsevier,2018,hybrid,NATURAL SCIENCES,51.11111111,4050,207000
13476_2018_hybrid,13476,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,40.88888889,4050,165600
6786_2018_hybrid,6786,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,32,4050,129600
3184_2018_hybrid,3184,Elsevier,2018,hybrid,NATURAL SCIENCES,27,4050,109350
3165_2018_hybrid,3165,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,26,4050,105300
